id,class,gist,qeustion,answer,reason
128,16,사용승인을 받지 않고 사용한 건축물에 대한 이행강제금 산정 기준,"건축허가를 받고 건축공사가 완료되었으나 「건축법」 제22조에 따른 사용승인을 받지 않은 건축물 일부를 사용하는 경우(건축법 제22조 제3항 각 호에 해당하지 아니하는 경우를 전제로 함.)
같은 법 제80조 제1항 제2호에 따른 이행강제금은 건축물 전체 면적을 기준으로 산정해야 하는지 아니면 사용승인을 받지 않고 사용하는 면적을 기준으로 산정해야 하는지?",이 사안의 경우 이행강제금은 사용승인을 받아야 하는 건축물 전체 면적을 기준으로 산정해야 함.,"「건축법」 제80조 제1항 제2호의 위임에 따라 위반내용에 따른 이행강제금의 산정기준을 정하고 있는 「건축법 시행령」 별표 15에서는 허가를 받지 않거나 신고를 하지 않고 용도변경을 한 건축물의 경우에는 허가를 받지 않거나 신고를 하지 않고 “용도변경을 한 부분”의 시가표준액의 100분의 10에 해당하는 금액을(제1호의2), 유지·관리 상태가 「건축법」 제42조에 따른 기준에 적합하지 않은 건축물의 경우에는,
“위반한 조경의무면적에 해당하는 바닥면적”의 시가표준의 100분의 3에 해당하는 금액을(제3호) 각각 이행강제금으로 산정하도록 규정하여 이행강제금의 부과 대상을 전체 건축물 중 위반행위가 존재하는 부분으로 한정하고 있는 반면,
사용승인을 받지 않고 사용 중인 건축물에 대해서는 “시가표준액의 100분의 2”에 해당하는 금액이라고 규정하여 그 부과 대상을 한정하고 있지 않음(제2호)."
129,16,부칙에 규정된 “종전의 규정에 따라 부과되고 있는 이행강제금”의 적용범위,"1) 2019년 4월 23일 전에 구 「건축법」(2019. 4. 23. 법률 제16380호로 일부개정되어 같은 날 시행되기 전의 것을 말하며, 이하 같음) 제79조 제1항에 따라 시정명령을 하였으나, 그 시정명령을 이행하지 아니하여 2019년 4월 23일 이후에 이행강제금을 부과하는 경우 구 「건축법」의 이행강제금 규정이 적용되는지?
2) 2019년 4월 23일 전에 구 「건축법」 제80조 제3항에 따른 계고(戒告)를 하고, 2019년 4월 23일 이후에 이행강제금을 부과하는 경우 구 「건축법」의 이행강제금 규정이 적용되는지?","1) 구 「건축법」의 이행강제금 규정이 적용되지 않음.
2) 구 「건축법」의 이행강제금 규정이 적용되지 않음.","1) 개정 「건축법」 부칙 제3조에서는 “부과되고 있는 이행강제금”으로 표현하고 있으므로 구 「건축법」이 적용되는 대상은 2019년 4월 23일 전에 구 「건축법」 제80조에 따라 이행강제금이 부과된 경우임이 문언상 명백하고, 「건축법」 제79조에 따라 허가권자가 위반 건축물의 건축주 등에게 명할 수 있는 시정명령은 의무위반자에게 자발적으로 의무를 이행하도록 명하는 것으로서 의무를 이행하지 않을 경우 그 의무를 강제적으로 이행하도록 하기 위해 이행강제금을 부과하는 것과는 별개의 처분이므로 개정 「건축법」 부칙 제3조에 따른 경과조치를 구 「건축법」에 따라 시정명령을 한 경우까지 확대하여 적용하는 것은 문언에 반하는 해석임.
2) 「건축법」 제80조 제3항에 따르면 허가권자는 이행강제금을 부과하기 전에 이행강제금을 부과·징수한다는 뜻을 미리 문서로써 계고하여야 하는바, 이 때의 계고는 이행강제금 부과를 위한 절차 중 하나로 이행강제금을 부과·징수할 것을 미리 알려주는 동시에 실제 이행강제금이 부과되기 전까지 그 시정명령을 이행하도록 하려는 것으로서 이행강제금의 부과와는 구분되므로 개정 「건축법」 부칙 제3조에 따른 경과조치를 구 「건축법」에 따라 이행강제금을 부과·징수한다고 계고한 경우까지 확대하여 적용하는 것은 문언에 반하는 해석임."
130,16,소규모주택에 대한 이행강제금의 총 부과 횟수 제한 여부,"「건축법」이 2019년 4월 23일 법률 제16380호로 개정(이하 “개정 건축법”이라 함)되면서 소규모주택에 대한 이행강제금의 총 부과 횟수를 5회의 범위에서 조례로 정할 수 있도록 한 종전의 제80조 제5항 단서 부분이 삭제되었는바,
 개정 건축법 제80조 제5항이 시행된 2019년 4월 23일부터 소규모주택에 대한 이행강제금의 총 부과 횟수를 제한하던 지방자치단체의 조례가 개정되어 시행된 날까지의 기간 중에 소규모주택에 대해 최초로 부과된 이행강제금의 경우 총 부과 횟수가 제한되는지?",이행강제금의 총 부과 횟수가 제한되지 않음.,"부칙 제3조에서는 이미 구 건축법 규정에 따라 이행강제금을 부과 받던 대상자의 신뢰를 보호하고자 같은 법 시행 전 종전의 규정에 따라 부과되고 있는 이행강제금에 대해 제80조 제5항의 개정규정에도 불구하고 종전의 규정에 따르도록 경과규정을 두었음.
그렇다면 이 사안과 같이 2019년 4월 23일 이후에 최초로 부과된 이행강제금은 개정 건축법 부칙 제3조의 경과규정의 적용 대상에 해당하지 않는 것이 문언상 명백하므로, 이행강제금 부과 처분 당시 시행 중인 개정 건축법 제80조 제5항에 따라 이행강제금의 총 부과 횟수가 제한되지 않음.
또한 개정 건축법 제80조 제5항에서는 건축물 종류의 제한 없이 “시정명령이 이행될 때까지” 반복하여 이행강제금을 부과·징수할 수 있도록 하면서 1년에 2회 이내의 범위에서 부과할 수 있는 이행강제금의 횟수에 대해서만 조례에 위임하고 있을 뿐이므로, 이 사안과 같이 개정 건축법이 시행되었음에도 불구하고 구건축법 제80조 제5항 단서에 따라 소규모주택에 대한 이행강제금의 총 부과 횟수를 제한하던 조례가 개정되지 않은 경우 해당 조례의 규정은 법률의 위임이 없는 사항을 정한 것인바, 이를 근거로 이행강제금의 총 부과 횟수가 제한된다고 볼 수는 없음."
131,16,「건축법」상 이행강제금의 부과 절차 등,"1) 「 건축법」 제80조 제1항에 따라 이행강제금을 부과하기 위하여 시정명령의 이행에 필요한 상당한 기한을 정하여 통보하는 행위(이하 “이행기간의 부여”라 함)에 대해 「행정절차법」 제21조에 따른 사전 통지를 해야 하는지?
2) 「건축법」 제80조 제1항에 따른 이행기간의 부여는 반드시 같은 조 제3항에 따른 계고와 별개의 절차로 해야 하는지?
3) 「건축법」 제80조 제5항에 따라 허가권자가 이행강제금을 재부과하려는 경우 같은 법 제79조 제1항에 따른 시정명령을 다시 거쳐야 하는지?","1) 「건축법」 제80조 제1항에 따른 이행기간의 부여에 대해 「행정절차법」 제21조에 따른 사전 통지를 하지 않아도 됨.
2) 「건축법」 제80조 제1항에 따른 이행기간의 부여는 같은 조 제3항에 따른 계고 절차에 포함하여 할 수 있음.
3) 「건축법」 제79조 제1항에 따른 시정명령은 다시 거치지 않아도 됨.","1) 「건축법」 제80조 제1항에 따른 이행기간의 부여는 같은 법 제79조 제1항에 따른 시정명령을 통해 부여된 의무에 대해 일정 기간 내에 이행하지 않으면 이행강제금이 부과될 수 있다는 사실을 통지하는 것에 불과하고, 같은 법 제80조 제1항에서 일정 기한까지 이행하도록 한 시정명령은 같은 법 제79조 제1항에 따른 시정명령인바, 이행기간의 부여로 인해 새롭게 의무가 부과되는 것으로 볼 수 없음.
2) 이행강제금을 부과하기 전에 이행기간의 부여와 계고를 이행하도록 하고 있으나 이행기간의 부여를 반드시 계고와 별도의 절차로 하도록 명시하고 있지는 않음.
3) 이행강제금의 부과 전에 이행기간의 부여를 통해 의무를 이행할 수 있는 기회를 제공한 이상 반복하여 이행강제금을 부과·징수할 때마다 시정명령 절차부터 다시 거쳐야 한다고 볼 수는 없음. (대법원 2013. 12. 12. 선고 2012두20397 판결례 참조)"
132,16,"건축물의 피난시설 등이 법령 등의 기준에 적합하지 않은 경우, 건축주 등에 대해 부과
하는 이행강제금의 산정기준","「건축법」 제80조, 같은 법 시행령 제115조의2 제2항 및 같은 영 별표 15 제6호에서는 피난시설, 건축물의 용도·구조의 제한, 방화구획, 계단, 거실의 반자 높이, 거실의 채광·환기와 바닥의 방습 등이 법령 등의 기준에 적합하지 아니한 건축물의 경우 시가표준액의 100분의 10에 해당하는 금액을 이행강제금으로 부과한다고 규정하고 있는바,
같은 호에 해당하는 건축물에 대한 이행강제금의 산정기준이 되는 “시가표준액”은 그 건축물 전체에 대한 시가표준액을 의미하는지, 아니면 법령 등의 기준에 적합하지 아니한 부분의 시가표준액을 의미하는지?",시가표준액은 건축물 전체에 대한 시가표준액을 의미함.,"하위법령에서 “시가표준액”이라는 용어를 사용하면서 그 의미나 범위를 특별히 한정하고 있지 않으므로, 이 경우의 시가표준액은 법률에서 규정한 “그 건축물에 적용되는 시가표준액”을 의미한다고 보는 것이 건축법령의 체계에 부합하는 해석임.
또한 「건축법 시행령」 별표 15에서는 허가를 받지 않거나 신고를 하지 않고 용도변경을 한 건축물의 경우에는 “허가를 받지 아니하거나 신고를 하지 아니하고 용도변경을 한 부분의 시가표준액”의 100분의 10에 해당하는 금액을(제1호의2), 대지의 조경에 관한 사항을 위반한 건축물에 대해서는 “조경의무를 위반한 면적에 해당하는 바닥면적의 시가표준액”의 100분의 10에 해당하는 금액(제3호)을 각각 이행강제금의 금액으로 규정하고 있는 것에 비추어 볼 때, 같은 표 제6호에 해당하는 건축물의 경우 명시적으로 이행강제금의 산정기준을 특정한 부분이나 면적으로 한정하지 않고 “시가표준액”만으로 정하고 있음에도 불구하고 그 의미를 임의로 제한하여 해석할 수는 없다고 할 것임."
133,16,이행강제금의 금액 가중요건인 상습적 위반의 범위,「건축법」 제79조 제1항에 따른 시정명령을 받은 건축주 등이 그 시정명령을 이행하지 않아 같은 법 제80조 제5항에 따라 그 시정명령이 이행될 때까지 이행강제금을 반복하여 부과받는 경우가 같은 법 시행령 제115조의3 제2항 제4호에 따른 이행강제금의 금액 가중요건에 해당하는지?,이 사안의 경우 「건축법 시행령」 제115조의3 제2항 제4호에 따른 이행강제금의 금액 가중요건에 해당하지 않음.,"시정명령의 원인이 되는 위반행위에 대해 시정이 이루어지지 않아 위법상태가 지속됨에 따라 허가권자가 같은 법 제80조 제5항에 따라 이행강제금을 반복하여 부과한 경우는 시정명령의 원인이 된 위반행위가 있은 후 추가적인 위반행위가 새로 발생한 경우는 아니므로 같은 법 시행령 제115조의3 제2항 제4호에 따른 이행강제금의 금액 가중요건에 해당하지 않는다고 할 것임.
그리고 「건축법」 제80조 제1항에 따른 이행강제금은 시정명령을 이행하지 않고 있는 건축주 등이 일정한 기한까지 시정명령을 이행하지 않을 때에는 일정한 금전적 부담을 과할 뜻을 미리 계고함으로써 의무자에게 심리적 압박을 주어 장래에 그 의무를 이행하게 하려는 행정상 간접적인 강제집행 수단으로서, 같은 조 제5항에서 허가권자가 최초의 시정명령이 있었던 날을 기준으로 하여 1년에 2회 이내의 범위에서 일정 횟수만큼 그 시정명령이 이행될 때까지 반복하여 이행강제금을 부과·징수할 수 있도록 규정한 것은 “최초의 시정명령”에 따른 의무 이행의 실효성을 확보하기 위한 취지라고 할 것인데, 이와 같은 이행강제금제도 및 반복 부과 규정을 둔 취지에 비추어 볼 때 이행강제금을 반복하여 부과·징수할 때마다 최초의 시정명령과 다른 시정명령이 있는 것은 아니라고 할 것이므로, 이행강제금을 반복하여 부과·징수했다고 하여 그 때마다 동일인이 새로운 위반행위를 했다고 보기도 어려움."
134,17,직권에 의한 지번 변경 가능 여부,"지적공부를 관리하는 시장·군수는 「지적법」 제3조 제2항 및 제26조 제1항에 따라 위 도시개발사업이 완료된 지역 내 토지에 대하여 지적공부에 등록하는 지번·지목·면적 등을 조사·측량하고 토지의 지번과 면적을 결정하여 2007년 9월경 새로운 토지대장을 작성한 후 구토지대장을 폐쇄하였고, 이에 따라 확정된 지번 및 면적이 기재된 신토지대장을 첨부하여 건축물대장 관리기관에 지적정리 통지를 한 경우,
1) 건축물대장 관리기관은 건축물 소유자의 신청이 없어도 「건축물대장의 기재 및 관리 등에 관한 규칙」 제20조 제2항에 따라 건축물 대장의 지번을 직권으로 변경할 수 있는지?
2) 구 토지대장 및 신토지대장에 각각 기재된 면적에 차이가 있으나 신토지대장에 기재된 면적이 사실관계에 부합하는 경우 건축물대장 관리기관은 건축물 소유자의 신청이 없어도 「건축물대장의 기재 및 관리 등에 관한 규칙」 제21조 제1항에 따라 직권으로 건축물대장의 대지면적을 변경할 수 있는지?","1) 건축물대장 관리기관은 건축물 소유자의 신청이 없더라도 직권으로 건축물대장의 지번을 변경할 수 있음.
2) 구 토지대장에 기재된 대지면적이 측량상의 오차 등에 의해 잘못 기재된 것이고 신토지대장에 기재된 대지면적이 사실관계에 부합되는 것이라면, 건축물대장 관리기관은 건축물 소유자의 신청이 없더라도 「건축물대장의 기재 및 관리 등에 관한 규칙」 제21조 제1항에 따라 직권으로 건축물대장의 대지면적을 변경할 수 있음.","「건축물대장규칙」제21조제1항은 건축물대장 관리기관이 건축물대장의 “기재내용에 잘못이 있음”을 발견한 경우에는 그 사실을 확인한 후 직권으로 이를 정정할 수 있도록 하고 있으며, 같은 조 제2항은 건축물 소유자의 정정신청을 할 수 있도록 하고 있는바, 실제 건축물의 대지면적에 부합되지 않게 기재되어 있는 경우라면 건축물대장상의 “기재내용에 잘못이 있음”으로 보아야 할 것이므로 위 규정을 적용할 수 있음"
135,17,공동주택 공용부분의 평면도를 발급받기 위해 다른 구분소유자의 동의를 얻어야 하는지,"「건축물대장의 기재 및 관리 등에 관한 규칙」 제11조 제3항에서는 같은 조 제1항에 따라 발급하거나 열람하게 하는 건축물현황도 중 평면도 및 단위세대별 평면도는 건축물 소유자의 동의를 얻거나 건축물 소유자의 배우자와 직계 존·비속 및 그 배우자(제1호) 등 같은 항 각 호의 어느 하나에 해당하는 자가 신청하는 경우에 한하여 발급하거나 열람하게 할 수 있다고 규정하고 있는바,
공동주택의 구분소유자가 해당 공동주택의 주민공동시설과 같은 공용부분에 대한 평면도를 발급받으려는 경우, 「건축물대장의 기재 및 관리 등에 관한 규칙」 제11조 제3항에 따라 다른 구분소유자의 동의를 얻어야 하는지?",다른 구분소유자의 동의를 얻어야 함.,"「건축물대장의 기재 및 관리 등에 관한 규칙」 제11조 제3항의 개정(건설교통부령 제547호) 취지는 상·하수도 및 도시가스 배관의 인입(引入) 현황을 포함한 도면으로서 건축물의 현황 등에 대한 구체적인 도면에 해당하는 평면도의 발급으로 인해 건축물의 내부가 공개되어 범죄에의 이용 또는 사생활 침해의 우려가 있는 것을 방지하고자 건축물 소유자의 동의를 얻은 경우 등으로 그 발급을 제한하려는 것이라고 할 것인데(2007.1.16. 건설교통부령 제547호로 전부개정되어 같은 해 2.1. 시행된 「건축물대장의 기재 및 관리 등에관한 규칙」 개정이유서 참조),
공동주택의 주민공동시설과 같은 공용부분이라고 하더라도 범죄의 발생이나 사생활 침해의 여지가 없다고 단정하기 어렵다고 할 것이므로,
해당 공용부분 사용자의 안전과 사생활의 보장 등을 위하여 공동주택의 공용부분에 대한 평면도의 발급에 대해서도 다른 구분소유자의 동의를 받아야 한다고 해석하는 것이 위와 같은 해당 규정의 취지에 부합하는 해석이라고 할 것임."
136,17,주차전용건축물의 집합건축물대장 중 건축물현황도란에 표기되어 있는 부대시설에 관한 사항은 같은 대장의 용도란에도 반드시 표기해야 하는지 여부,"「건축물대장의 기재 및 관리 등에 관한 규칙」(이하 “건축물대장규칙”이라 함) 제5조 제1항 및 제4항에 따르면 건축물대장은 건축물마다 작성하고, 건축물대장에는 건축물현황도가 포함되는데, 「주차장법」 제2조 제11호에 따른 주차전용건축물(이하 “주차전용건축물”이라 함)에 대한 집합건축물대장의 건축물현황도란에 같은 법 시행규칙 제6조 제4항에 따른 부대시설에 관한 사항이 표기되어 있는 경우, 같은 대장의 용도란에도 해당 사항을 반드시 표기해야 하는지?","집합건축물대장의 건축물현황도란에 「주차장법 시행규칙」 제6조 제4항에 따른 부대시설에 관한 사항이 표기되어 있더라도, 같은 대장의 용도란에 해당 사항을 반드시 표기해야 하는 것은 아님.","건축물대장의 용도란은 건축물이 실제 쓰이는 용도를 기재하는 것으로, 그 기재 내용은 해당 건축물에 대한 구체적인 현황 및 정보 등을 확인하기 위한 자료로서, 건축물대장규칙 제5조 제1항에서는 건축물대장은 건축물 1동을 단위로 하여 각 건축물마다 별표에 따라 작성한다고 규정하고 있고, 같은 규칙 별표 제2호 가목 3) 가)에서는 집합건축물대장의 작성방법 중 ‘용도’의 작성요령을 ‘층·구조·용도별로 「건축법 시행령」 별표 1에 따른 용도를 적고, 괄호 안에 구체적인 명칭을 적을 것’이라고 규정하고 있으므로, 건축물 대장규칙 별지 제5호서식에 따른 ‘용도’란은 건축법령에서 정하는 바에 따라 작성해야 함.
또한 이 사안과 같이 건축물대장규칙 제5조 제4항 및 별지 제5호서식에 따라 집합건축물대장에 포함된 건축물현황도란에 부대시설에 관한 사항이 표기되어 있다면, 건축물현황도를 포함하고 있는 건축물대장을 통하여 건축물의 실제 현황을 확인할 수 있고, 건축행정의 기초자료로서 건축물에 대한 사실을 증명하기 위한 자료로 활용될 수 있으므로, 부대시설에 관한 사항을 반드시 같은 대장의 용도란에 별도로 표기해야 할 필요가 있다고 보기 어려움.과 다른 시정명령이 있는 것은 아니라고 할 것이므로, 이행강제금을 반복하여 부과·징수했다고 하여 그 때마다 동일인이 새로운 위반행위를 했다고 보기도 어려움"
137,18,광역시장이 도시화의 가능성이 크다고 인정하는 지역을 지정·공고할 수 있는지,"1) 인천광역시장이 「건축법」 제43조 제1항 제4호에 따라 도시화의 가능성이 크다고 인정하는 지역을 지정·공고할 수 있는지?
2) 인천광역시 남구청장이 인천광역시 남구, 서구, 부평구에 걸쳐 있는 국가산업단지인 한국수출산업단지(주안) 중 남구에 해당하는 지역에 대해서 「건축법」 제43조 제1항 제4호에 따라 도시화의 가능성이 크다고 인정하는 지역으로 지정·공고할 수 있는지?","1) 인천광역시장은 「건축법」 제43조 제1항 제4호에 따라 도시화의 가능성이 크다고 인정하는 지역을 지정·공고할 수 없다고 할 것임.
2) 인천광역시 남구청장은 인천광역시 남구, 서구, 부평구에 걸쳐 있는 국가산업단지인 한국수출산업단지(주안) 중 남구에 해당하는 지역에 대해 「건축법」 제43조 제1항 제4호에 따라 도시화의 가능성이 크다고 인정하는 지역으로 지정·공고할 수 있다고 할 것임.","1) 「건축법」 제43조 제1항 제4호에서 도시화의 가능성이 크다고 인정하는 지역을 지정·공고하는 주체를 특별자치시장·특별자치도지사 또는 시장·군수·구청장으로 정하고 있으므로,
법 문언에 따라 인천광역시장은 같은 호에 따른 지정·공고의 권한이 없다고 할 것임.
2) 「건축법」 제43조 및 같은 법 시행령 제27조의2에 따르면 특별자치시장·특별자치도지사 또는 시장·군수·구청장은 도시화의 가능성이 크다고 인정하는 지역에 대해서는 공개공지등을 설치하여야 하는 지역으로 지정·공고할 수 있고, 그 밖에 지정·공고를 위한 다른 요건이나 제한 사항이 규정되어 있지 않으므로,
시장·군수·구청장은 관할 구역 내에서의 같은 법 제43조 제4호에 따른 지정·공고 행위에 대한 재량권을 가진다고 할 것임."
138,18,가설건축물이 「국토계획법」 제54조에 따른 건축물에 포함되는지,「국토계획법」 제54조에 따라 지구단위계획구역에서 그 지구단위계획에 맞게 건축해야 하는 건축물에 「건축법」 제20조 제3항에 따라 특별자치시장·특별자치도지사 또는 시장·군수·구청장에게 신고한 후 축조해야 하는 가설건축물이 포함되는지?,이 사안의 경우 가설건축물은 포함되지 않음.,"가설건축물은 그 구조, 존치기간, 설치목적 등에 있어 건축물과 차이가 있고, 그 속성상 “임시적”인 것이어서 지속적으로 관리가 필요한 건축물이 아니며, 「건축법 시행령」 별표 1에 따른 건축물의 용도를 갖추지 못하였으므로 건축물과 동일하게 국토계획법 제54조를 적용할 수는 없음.
그러나 국토계획법 제56조에 따른 개발행위허가는 사적인 개발행위가 각종 계획과 상충할 수 있는 문제점을 사전에 예방하고 계획적 개발을 유도하기 위하여 국민이 개별적으로 행위허가를 받아 재산권을 행사할 수 있도록 규정한 것으로,
같은 법 제54조와는 규율 범위가 다른 별개의 제도이므로 같은 법 제54조에 따라 지구단위계획에 적합해야 하는 건축물과 같은 법 제56조에 따라 개발행위허가를 받아야 하는 건축물은 동일하게 볼 수는 없다는 점에서 그러한 의견은 타당하지 않음."
139,18,「건축법」 제57조의 “건축물이 있는 대지”의 지목의 범위,「건축법」 제57조 제1항 및 제2항에서 정하고 있는 대지의 분할 제한과 관련하여 “건축물이 있는 대지”는 해당 건축물의 용도에 적합하도록 「공간정보의 구축 및 관리 등에 관한 법률」(이하 “공간정보관리법”이라 함)에 따른 지목변경이 이루어진 토지만을 의미하는지?,「건축법」 제57조 제1항 및 제2항의 “건축물이 있는 대지”는 건축물의 용도에 적합하도록 지목변경이 이루어진 토지만 의미하는 것은 아님.,"「건축법」 제2조 제1항에서는 공간정보관리법에 따라 각 필지(筆地)로 나눈 토지를 “대지”라고 정의하고 있을 뿐 특정한 지목의 토지로 한정하고 있지 않으므로, 건축물이 있는 대지의 분할 제한에 대해 규정하고 있는 같은 법 제57조 제1항 및 제2항의 “건축물이 있는 대지”는 공간정보관리법에 따라 각 필지로 나눈 토지로서 건축물이 있는 토지를 의미한다고 보아야 할 것이고, 명문의 근거 없이 해당 대지를 건축물의 용도에 적합하도록 지목변경이 이루어진 토지로 한정할 수는 없음.
또한 공간정보관리법 제79조 제2항에서는 지적공부에 등록된 1필지의 일부가 형질변경 등으로 용도가 변경된 경우 토지소유자는 대통령령으로 정하는 바에 따라 용도가 변경된 날부터 60일 이내에 지적소관청에 토지의 분할을 신청해야 한다고 규정하고 있고, 같은 법 시행령 제65조 제2항에서는 같은 법 제79조 제2항에 따라 1필지의 일부가 형질변경 등으로 용도가 변경되어 토지의 분할을 신청할 때에는 지목변경 신청서를 함께 제출해야 한다고 규정하여, 지적공부에 등록된 1필지의 일부가 형질변경 등으로 용도가 변경된 경우에는 해당 토지의 분할 신청과 지목변경 신청이 동시에 이루어질 수 있도록 규정하고 있는바, 공간정보관리법령에 따르더라도 토지의 분할 신청 시 지목변경이 먼저 이루어질 것을 전제하고 있지 않음"
140,18,기존 건축물의 전부를 해체하고 건축물을 다시 축조하면서 높이를 늘리는 행위가 「건축법 시행령」 제2조제3호에 따른 개축에 해당하는지 여부,"「건축법 시행령」 제2조 제3호에서는 “개축”을 기존 건축물의 전부 또는 일부를 해체하고 그 대지에 종전과 같은 규모의 범위에서 건축물을 다시 축조하는 것으로 정의하고 있는바,
기존 건축물의 전부를 해체하고 그 대지에 기존 건축물과 연면적 합계는 동일하지만 기존 건축물의 높이를 초과하는 건축물을 다시 축조하는 경우가 「건축법 시행령」 제2조 제3호에 따른 개축에 해당하는지?",「건축법 시행령」 제2조 제3호에 따른 개축에 해당하지 않음.,"특정한 건축 행위가 개축에 해당하기 위해서는 “종전과 같은 규모”가 유지되어야 하는데, 「건축법 시행령」 제2조 제2호에서는 “증축”을 기존 건축물이 있는 대지에서 건축물의 건축면적, 연면적, 층수 또는 높이를 늘리는 것으로 규정하여 증축 여부의 판단 기준을 제시하고 있는 점에 비추어 볼 때, 연면적, 층수 및 높이 모두가 종전과 같거나 그 이하로 유지되어야 “종전과 같은 규모의 범위”라는 기준을 충족하게 된다고 할 것임.
더욱이 「건축법」 제11조 제3항 및 그 위임에 따른 같은 법 시행규칙 제6조 제1항·별표 2에서는 건축허가신청에 필요한 설계도서인 건축계획서에 표시하여야 할 사항으로 건축물의 규모를 건축면적·연면적·층수·높이 등으로 규정하고 있는바, 「건축법 시행령」 제2조 제2호 및 제3호와의 규정체계상 건축물의 “규모”는 건축물의 건축면적, 연면적, 층수 및 높이를 의미한다고 할 것이므로, 종전 건축물의 규모를 구성하는 건축면적, 연면적, 층수 또는 높이 중 어느 하나를 늘려서 건축물을 다시 축조한다면 종전과 같은 규모의 범위에서 건축물을 축조한 것으로 볼 수 없음"
141,18,「건축법」 제13조제2항에 따른 예치금의 예치 대상에서 제외되는 건축물의 범위,"「건축법」 제13조 제2항에서는 허가권자가 건축주에게 장기간 건축물의 공사현장이 방치되는 것에 대비하여 미리 미관 개선과 안전관리에 필요한 비용(이하 “예치금”이라 함)을 예치하게 할 수 있도록 하면서 「건축물의 분양에 관한 법률」(이하 “건축물분양법”이라 함) 제4조 제1항 제1호에 따른 분양보증이나 신탁계약을 체결한 건축물의 경우 예치금의 예치 대상에서 제외한다고 규정하고 있을 때,
자본시장법에 따른 신탁업자와 신탁계약을 체결한 건축물이 「주택법」에 따른 주택 및 복리시설인 경우, 「건축법」 제13조 제2항에 따른 예치금의 예치 대상에 해당하는지?","자본시장법에 따른 신탁업자와 신탁계약을 체결한 건축물이 「주택법」에 따른 주택 및 복리시설인 경우,
「건축법」 제13조 제2항에 따른 예치금의 예치 대상에 해당함.","「건축법」 제13조 제2항에서는 「주택도시기금법」에 따른 주택도시보증공사가 분양보증을 한 건축물과 건축물분양법 제4조 제1항 제1호에 따른 분양보증이나 신탁계약을 체결한 건축물은 예치금의 예치 대상에서 제외한다고 규정하고 있는데, 이 경우 건축물분양법의 적용을 받아 분양이 이루어지는 건축물로서 자본시장법에 따른 신탁계약 및 대리사무계약을 체결한 건축물 또는 금융기관 등으로부터 분양보증을 받은 건축물은 건축물분양법 제4조 제1항 제1호에 따른 분양보증이나 신탁계약을 체결한 건축물로서 예치금의 예치 대상에서 제외되는 것이 문언상 분명하다고 할 것인바, 건축물분양법 제3조 제2항 제1호에 따라 같은 법의 적용 대상에서 제외되는 「주택법」에 따른 주택이나 복리시설은 자본시장법에 따른 신탁업자와 신탁계약을 체결하였다고 하더라도 건축물분양법 제4조 제1항 제1호에 따른 신탁계약을 체결한 건축물에 해당한다고 볼 수 없음"
142,18,공개 공지 설치 의무 대상의 판단 기준이 되는 “해당 용도로 쓰는 바닥면적”의 산정방법,"「건축법」 제43조 제1항 및 같은 법 시행령 제27조의2 제1항 제1호에서는 문화 및 집회시설, 종교시설 등으로서 해당 용도로 쓰는 바닥면적의 합계가 5천 제곱미터 이상인 건축물의 대지에는 공개 공지 또는 공개공간(이하 “공개공지등”이라 함)을 설치해야 한다고 규정하고 있고, 용도별 건축물의 종류를 규정한 같은 영 별표 1 비고 제1호에서는 같은 별표 제3호 및 제4호의 “해당 용도로 쓰는 바닥면적”을 부설 주차장 면적을 제외한 실(實) 사용면적에 공용부분 면적(복도, 계단, 화장실 등의 면적을 말함)을 비례 배분한 면적을 합한 면적으로 규정하고 있는바,
「건축법 시행령」 제27조의2 제1항 제1호에 따른 문화 및 집회시설 등으로서 “해당 용도로 쓰는 바닥면적”을 산정할 때 부설 주차장의 면적을 포함해야 하는지?",「건축법 시행령」 제27조의2 제1항 제1호에 따른 문화 및 집회시설 등으로서 “해당 용도로 쓰는 바닥면적”을 산정할 때 부설 주차장의 면적을 포함해야 함.,"「건축법 시행령」 제27조의2 제1항 제1호에서는 문화 및 집회시설, 종교시설 및 판매시설 등으로서 해당 용도로 쓰는 바닥면적의 합계가 5천 제곱미터 이상인 건축물에 공개공지등을 설치해야 한다고 규정하면서, “해당 용도로 쓰는 바닥면적”을 산정할 때 부설 주차장의 면적을 제외하는지 여부에 대해서는 별도로 규정하고 있지 않은데, 같은 영 제2조제13호에서는 “부속용도”를 건축물의 주된 용도의 기능에 필수적인 용도로 정의하면서 같은 호 나목에서 주차 용도를 부속용도의 하나로 규정하고 있는바, 부속용도는 주된 용도에 부수되는 개념으로서 별도의 용도를 구성하지 않고 주된 용도를 따르는 것이므로, 같은 영에서의“용도”는 그 의미를 한정하는 특별한 규정이 없는 한, 주차 등 부속용도를 포함하는 의미로 보는 것이 원칙이라고 할 것임."
